Id,name,community,gender,in-Degree,Excentricity,Closness Centrality,Harmonic Closness Centrality,Betweenness Centrality,Eigenvector Centrality,Clustering Coefficient
bccoaches,BC Coaches,cycling,Organization,1,4.0,0.44680851063829785,0.5476190476190477,4.233333333333333,0.001736810503565759,0.30000001192092896
divingbarcelona,Diving Barcelona,diving,Organization,1,12.0,0.15864022662889518,0.23011492475778178,93.25,0.001736810503565759,0.5
reubenross,Reuben Ross,diving,Male,1,11.0,0.17903225806451614,0.24961097461097448,17.878743028743024,0.014859442403298093,0.550000011920929
peterwaterfield,Peter Waterfield,diving,Male,1,4.0,0.45,0.5648148148148149,3.6690476190476184,0.0571334444517625,0.6000000238418579
damekellyholmes,Dame Kelly Holmes,athletics,Female,1,6.0,0.37,0.46441441441441433,28.995238095238093,0.005457890720587421,0.13333334028720856
nicolaadams2012,Nicola Adams,boxing,Female,1,3.0,0.6111111111111112,0.7121212121212122,0.5,0.026302343750383716,0.6000000238418579
ittfworld,ITTF (International Table Tennis Federation),tabletennis,Organization,1,9.0,0.2082018927444795,0.2901455026455026,4.976190476190476,0.001736810503565759,0.6000000238418579
jesshopton1,Jessica Hopton,badminton,Female,1,2.0,0.6470588235294118,0.7272727272727273,1.25,0.0030368367282477757,0.44999998807907104
jaddsmith,Jadd Smith,waterpolo,Male,1,6.0,0.3333333333333333,0.5037037037037035,1.2333333333333332,0.06066793034069741,0.699999988079071
badaust,Badminton Australia,badminton,Organization,1,2.0,0.6470588235294118,0.7272727272727273,0.75,0.0030368367282477757,0.44999998807907104
englandbball,England Basketball,basketball,Organization,1,4.0,0.55,0.6893939393939393,0.0,0.031900267734151964,0.75
harrymartin_9,Harry Martin,hockey,Male,1,3.0,0.6,0.6944444444444443,1.7261904761904758,0.08150426674035582,0.550000011920929
sonnywebstergb,Sonny Webster,weightlifting,Male,1,8.0,0.25287356321839083,0.34873737373737373,53.32380952380952,0.001736810503565759,0.1666666716337204
usath,USA Team Handball,handball,Organization,0,3.0,0.625,0.7333333333333333,0.0,0.0,0.6499999761581421
aiba_boxing,AIBA (International Boxing Association),boxing,Organization,0,3.0,0.56,0.6547619047619049,0.0,0.0,0.3499999940395355
wsb_boxing,World Series of Boxing,boxing,Organization,0,3.0,0.5833333333333334,0.6666666666666667,0.0,0.0,0.25
perryrockeed,Perry Rockeed,boxing,Male,0,4.0,0.4666666666666667,0.6071428571428571,0.0,0.0,0.699999988079071
dingsy_1,Ding Yanyuhang,boxing,Male,0,3.0,0.56,0.6547619047619048,0.0,0.0,0.44999998807907104
beckadlington,Rebecca Adlington,swimming,Female,0,4.0,0.4444444444444444,0.5381944444444445,0.0,0.0,0.4000000059604645
louisehelyer,Louise Helyer,pentathlon,Female,0,4.0,0.41935483870967744,0.5096153846153847,0.0,0.0,0.44999998807907104
alextofalides,Alex Tofalides,fencing,Male,0,3.0,0.5483870967741935,0.627450980392157,0.0,0.0,0.6000000238418579
chrishay2011,Chris Hay,fencing,Male,0,3.0,0.49056603773584906,0.5576923076923077,0.0,0.0,0.05000000074505806
jamescracknell,James Cracknell,rowing,Male,0,3.0,0.6,0.6944444444444443,0.0,0.0,0.550000011920929
lauraunsworth4,Laura Unsworth,hockey,Female,0,2.0,0.5925925925925926,0.65625,0.0,0.0,0.4000000059604645
rspringham15,Rob Springham,hockey,Male,0,4.0,0.5,0.5972222222222222,0.0,0.0,0.3499999940395355
johnwhitakerint,John Whitaker,equestrianism,Male,0,2.0,0.631578947368421,0.7083333333333334,0.0,0.0,0.44999998807907104
rowingaust,Rowing Australia,rowing,Organization,0,3.0,0.5833333333333334,0.6666666666666666,0.0,0.0,0.3499999940395355
itsstephrice,Stephanie Rice,swimming,Female,0,5.0,0.4,0.5083333333333334,0.0,0.0,0.4000000059604645
stephproud88,Stephanie Proud,swimming,Female,0,6.0,0.41379310344827586,0.5291666666666667,0.0,0.0,0.3499999940395355
richardwebb87,Richard Webb,swimming,Male,0,4.0,0.4642857142857143,0.5416666666666667,0.0,0.0,0.15000000596046448
neilstirton,Neil Stirton,shooting,Male,0,8.0,0.2300578034682081,0.2716200047858343,0.0,0.0,0.44999998807907104
frannywill,Francesca Willard,swimming,Female,0,7.0,0.2749003984063745,0.3680814354727398,0.0,0.0,0.10000000149011612
elliesimmonds1,Ellie Simmonds,swimming,Female,0,5.0,0.3787878787878788,0.49399999999999994,0.0,0.0,0.3499999940395355
usacanoekayak,USA Canoe/Kayak,canoeing,Organization,0,3.0,0.56,0.6547619047619048,0.0,0.0,0.550000011920929
intjudofed,IJF (International Judo Federation),judo,Organization,0,12.0,0.15451895043731778,0.20261668799404642,0.0,0.0,0.4000000059604645
emilyjadejudo,Emily Jade,judo,Female,0,12.0,0.1546692607003891,0.20366490602339649,0.0,0.0,0.44999998807907104
uci_cycling,UCI (Union Cycliste Internationale),cycling,Organization,0,5.0,0.43137254901960786,0.5356060606060606,0.0,0.0,0.550000011920929
petereednikon,Peter Reed,rowing,Male,0,2.0,0.631578947368421,0.7083333333333334,0.0,0.0,0.44999998807907104
graeme_thomas,Graeme Thomas,rowing,Male,0,3.0,0.5833333333333334,0.6666666666666666,0.0,0.0,0.20000000298023224
annyonuora,Anya Onuora,athletics,Female,0,6.0,0.3300970873786408,0.4387254901960784,0.0,0.0,0.5
lauraturner100,Laura Turner,athletics,Female,0,7.0,0.288135593220339,0.4118347338935574,0.0,0.0,0.550000011920929
chrissyohuruogu,Christine Ohuruogu,athletics,Female,0,6.0,0.3269230769230769,0.4397058823529411,0.0,0.0,0.3499999940395355
emilymaguire23,Emily Maguire,hockey,Female,0,4.0,0.45161290322580644,0.6011904761904762,0.0,0.0,0.6499999761581421
blankavlasic,Blanka Vlašić,athletics,Female,0,5.0,0.37362637362637363,0.4637254901960784,0.0,0.0,0.25
rudishadavid,Rudiša David,athletics,Male,0,5.0,0.3838383838383838,0.4666666666666666,0.0,0.0,0.25
nicolecooke2012,Nicole Cooke,cycling,Female,0,4.0,0.4772727272727273,0.5674603174603176,0.0,0.0,0.4000000059604645
holliea2012,Hollie Arnold,athletics,Female,0,5.0,0.3560606060606061,0.4312056737588653,0.0,0.0,0.20000000298023224
iwfnet,IWF (International Weightlifting Federation),weightlifting,Organization,0,9.0,0.19888991674375578,0.25318014027316377,0.0,0.0,0.05000000074505806
anthonyogogo,Anthony Ogogo,boxing,Male,0,2.0,0.631578947368421,0.7083333333333334,0.0,0.0,0.6499999761581421
iainweaver,Iain Weaver,boxing,Male,0,2.0,0.631578947368421,0.7083333333333334,0.0,0.0,0.5
ucitrackworlds,UCI Track Cycling World Championships,cycling,Organization,0,4.0,0.4423076923076923,0.5398550724637681,0.0,0.0,0.20000000298023224
tkd_america,USA Taekwondo,taekwondo,Organization,0,9.0,0.18152350081037277,0.23887117346938763,0.0,0.0,0.5
usawp,USA Water Polo,waterpolo,Organization,0,11.0,0.18714285714285714,0.26361653613562014,0.0,0.0,0.10000000149011612
bengordon8,Ben Gordon,basketball,Male,0,3.0,0.5714285714285714,0.6805555555555555,0.0,0.0,0.5
smantell8,Steve Mantell,hockey,Male,0,3.0,0.5909090909090909,0.6794871794871795,0.0,0.0,0.6499999761581421
nickcatlin8,Nick Catlin,hockey,Male,0,3.0,0.5833333333333334,0.6666666666666667,0.0,0.0,0.4000000059604645
steve_gladding,Steve Gladding,diving,Male,0,13.0,0.14125,0.2094097151619275,0.0,0.0,0.6499999761581421
ankyvangrunsven,Anky van Grunsven,equestrianism,Female,0,3.0,0.5909090909090909,0.6794871794871794,0.0,0.0,0.4000000059604645
bethrodford,Beth Rodford,rowing,Female,0,2.0,0.631578947368421,0.7083333333333334,0.0,0.0,0.5
tomdaley1994,Tom Daley,diving,Male,0,8.0,0.2549019607843137,0.34241758241758236,0.0,0.0,0.4000000059604645
scottisharchery,Scottish Archery,archery,Organization,0,5.0,0.3235294117647059,0.45303030303030295,0.0,0.0,0.949999988079071
kirkbridepeter,Peter Kirkbride,weightlifting,Male,0,13.0,0.1407079646017699,0.20168280356959592,0.0,0.0,0.30000001192092896
robertbouten,Robert Bouten,canoeing,Male,0,3.0,0.5483870967741935,0.6274509803921569,0.0,0.0,0.20000000298023224
beach_volley_uk,Beach Volleyball UK,beach-volleyball,Organization,0,5.0,0.36,0.45925925925925926,0.0,0.0,0.800000011920929
darrencheesman,Darren Cheesman,hockey,Male,0,5.0,0.3793103448275862,0.4727272727272728,0.0,0.0,0.20000000298023224
cann213,Chris Adcock,badminton,Male,0,2.0,0.6666666666666666,0.75,0.0,0.0,0.6499999761581421
whouvenaghel,Wouter Houben,cycling,Male,0,3.0,0.4772727272727273,0.5634920634920636,0.0,0.0,0.550000011920929
andrewselby1,Andrew Selby,boxing,Male,0,3.0,0.6,0.6944444444444445,0.0,0.0,0.3499999940395355
kenenisabekele,Kenenisa Bekele,athletics,Male,0,6.0,0.35353535353535354,0.4538095238095237,0.0,0.0,0.25
markgleghorne,Mark Gleghorne,hockey,Male,0,3.0,0.5142857142857142,0.6018518518518519,0.0,0.0,0.10000000149011612
britishgym,British Gymnastics,gymnastics,Organization,0,9.0,0.2026431718061674,0.307367149758454,0.0,0.0,0.8500000238418579
natereinking12,Nate Reinking,basketball,Male,0,4.0,0.5454545454545454,0.673611111111111,0.0,0.0,0.75
aaroncooktkd,Aaron Cook,taekwondo,Male,0,2.0,0.8571428571428571,0.9166666666666666,0.0,0.0,1.0
edclancynews,Ed Clancy,cycling,Male,0,3.0,0.4883720930232558,0.5714285714285715,0.0,0.0,0.44999998807907104
justine_henin,Justine Henin,tennis,Female,0,12.0,0.15455140798952194,0.1912432435737524,0.0,0.0,0.44999998807907104
