Source,Target,Type,Id,Label,Weight
dannyraketalbot,andrew_pozzi,Directed,1200,,1
dannyraketalbot,mlewisfrancis,Directed,1201,,1
dannyraketalbot,airlewis,Directed,1202,,1
dannyraketalbot,hollybleasdale,Directed,1203,,1
dannyraketalbot,martynrooney,Directed,1204,,1
annyonuora,andrew_pozzi,Directed,1205,,1
annyonuora,dannyraketalbot,Directed,1206,,1
annyonuora,tiffofili,Directed,1207,,1
annyonuora,hollybleasdale,Directed,1208,,1
annyonuora,martynrooney,Directed,1209,,1
iaaforg,dannyraketalbot,Directed,1210,,1
iaaforg,jemmasimpson,Directed,1211,,1
iaaforg,airlewis,Directed,1212,,1
iaaforg,katedennison,Directed,1213,,1
iaaforg,englandathletic,Directed,1214,,1
jodiealicia27,dannyraketalbot,Directed,1215,,1
jodiealicia27,tiffofili,Directed,1216,,1
jodiealicia27,andyturner110h,Directed,1217,,1
jodiealicia27,hollybleasdale,Directed,1218,,1
jodiealicia27,martynrooney,Directed,1219,,1
mlewisfrancis,dannyraketalbot,Directed,1220,,1
mlewisfrancis,jodiealicia27,Directed,1221,,1
mlewisfrancis,airlewis,Directed,1222,,1
mlewisfrancis,andyturner110h,Directed,1223,,1
mlewisfrancis,martynrooney,Directed,1224,,1
tiffofili,shakesdrayton,Directed,1225,,1
tiffofili,andrew_pozzi,Directed,1226,,1
tiffofili,jodiealicia27,Directed,1227,,1
tiffofili,mbingham400m,Directed,1228,,1
tiffofili,hollybleasdale,Directed,1229,,1
lauraturner100,andrew_pozzi,Directed,1230,,1
lauraturner100,tiffofili,Directed,1231,,1
lauraturner100,andyturner110h,Directed,1232,,1
lauraturner100,hollybleasdale,Directed,1233,,1
lauraturner100,gregjrutherford,Directed,1234,,1
bengregz,andrew_pozzi,Directed,1235,,1
bengregz,mbingham400m,Directed,1236,,1
bengregz,katedennison,Directed,1237,,1
bengregz,discusdan,Directed,1238,,1
bengregz,williamsharman,Directed,1239,,1
mbingham400m,christianm200,Directed,1240,,1
mbingham400m,andrew_pozzi,Directed,1241,,1
mbingham400m,tiffofili,Directed,1242,,1
mbingham400m,katedennison,Directed,1243,,1
mbingham400m,discusdan,Directed,1244,,1
chrissyohuruogu,andrew_pozzi,Directed,1245,,1
chrissyohuruogu,mlewisfrancis,Directed,1246,,1
chrissyohuruogu,tiffofili,Directed,1247,,1
chrissyohuruogu,mbingham400m,Directed,1248,,1
chrissyohuruogu,martynrooney,Directed,1249,,1
emilymaguire23,bethstorry,Directed,1250,,1
emilymaguire23,katewalsh11,Directed,1251,,1
emilymaguire23,h_richardson8,Directed,1252,,1
emilymaguire23,georgietwigg,Directed,1253,,1
emilymaguire23,ashleigh_ball22,Directed,1254,,1
jemmasimpson,clitherbot,Directed,1255,,1
jemmasimpson,paulajradcliffe,Directed,1256,,1
jemmasimpson,hannengland,Directed,1257,,1
jemmasimpson,leemerrien,Directed,1258,,1
jemmasimpson,martynrooney,Directed,1259,,1
hannengland,paulajradcliffe,Directed,1260,,1
hannengland,shakesdrayton,Directed,1261,,1
hannengland,jemmasimpson,Directed,1262,,1
hannengland,hatts_archer,Directed,1263,,1
hannengland,hollybleasdale,Directed,1264,,1
lemonruns,runbadders,Directed,1265,,1
lemonruns,hallisseyc,Directed,1266,,1
lemonruns,jemmasimpson,Directed,1267,,1
lemonruns,jojackson2012,Directed,1268,,1
lemonruns,leemerrien,Directed,1269,,1
blankavlasic,iaaforg,Directed,1270,,1
blankavlasic,mlewisfrancis,Directed,1271,,1
blankavlasic,jemmasimpson,Directed,1272,,1
blankavlasic,englandathletic,Directed,1273,,1
blankavlasic,martynrooney,Directed,1274,,1
hatts_archer,clitherbot,Directed,1275,,1
hatts_archer,jemmasimpson,Directed,1276,,1
hatts_archer,hannengland,Directed,1277,,1
hatts_archer,leemerrien,Directed,1278,,1
hatts_archer,katedennison,Directed,1279,,1
jojackson2012,hallisseyc,Directed,1280,,1
jojackson2012,jemmasimpson,Directed,1281,,1
jojackson2012,hatts_archer,Directed,1282,,1
jojackson2012,leemerrien,Directed,1283,,1
jojackson2012,hollybleasdale,Directed,1284,,1
leemerrien,hallisseyc,Directed,1285,,1
leemerrien,jemmasimpson,Directed,1286,,1
leemerrien,hannengland,Directed,1287,,1
leemerrien,hatts_archer,Directed,1288,,1
leemerrien,jojackson2012,Directed,1289,,1
kellysotherton,tashadanvers,Directed,1290,,1
kellysotherton,daigreene,Directed,1291,,1
kellysotherton,andyturner110h,Directed,1292,,1
kellysotherton,gregjrutherford,Directed,1293,,1
kellysotherton,martynrooney,Directed,1294,,1
rudishadavid,jwariner,Directed,1295,,1
rudishadavid,tashadanvers,Directed,1296,,1
rudishadavid,tiffofili,Directed,1297,,1
rudishadavid,uka_athletics,Directed,1298,,1
rudishadavid,englandathletic,Directed,1299,,1
nicolecooke2012,shanazereade,Directed,1300,,1
nicolecooke2012,liamphillips65,Directed,1301,,1
nicolecooke2012,stevenburke88,Directed,1302,,1
nicolecooke2012,swiftybswift,Directed,1303,,1
nicolecooke2012,petekennaugh,Directed,1304,,1
shanazereade,v_pendleton,Directed,1305,,1
shanazereade,jessvarnish,Directed,1306,,1
shanazereade,liamphillips65,Directed,1307,,1
shanazereade,philip_hindes,Directed,1308,,1
shanazereade,bcreports,Directed,1309,,1
v_pendleton,shanazereade,Directed,1310,,1
v_pendleton,liamphillips65,Directed,1311,,1
v_pendleton,chrishoy,Directed,1312,,1
v_pendleton,lauratrott31,Directed,1313,,1
v_pendleton,joannarowsell,Directed,1314,,1
jessvarnish,shanazereade,Directed,1315,,1
jessvarnish,liamphillips65,Directed,1316,,1
jessvarnish,philip_hindes,Directed,1317,,1
jessvarnish,joannarowsell,Directed,1318,,1
jessvarnish,lewis_oliva,Directed,1319,,1
liamphillips65,shanazereade,Directed,1320,,1
liamphillips65,jessvarnish,Directed,1321,,1
liamphillips65,philip_hindes,Directed,1322,,1
liamphillips65,tennanto,Directed,1323,,1
liamphillips65,joannarowsell,Directed,1324,,1
davedaniell,shanazereade,Directed,1325,,1
davedaniell,liamphillips65,Directed,1326,,1
davedaniell,lauratrott31,Directed,1327,,1
davedaniell,lewis_oliva,Directed,1328,,1
davedaniell,bcreports,Directed,1329,,1
philip_hindes,shanazereade,Directed,1330,,1
philip_hindes,jessvarnish,Directed,1331,,1
philip_hindes,liamphillips65,Directed,1332,,1
philip_hindes,joannarowsell,Directed,1333,,1
philip_hindes,lewis_oliva,Directed,1334,,1
bradwiggins,shanazereade,Directed,1335,,1
bradwiggins,chrishoy,Directed,1336,,1
bradwiggins,markcavendish,Directed,1337,,1
bradwiggins,chris_boardman,Directed,1338,,1
bradwiggins,geraintthomas86,Directed,1339,,1
chrishoy,v_pendleton,Directed,1340,,1
chrishoy,bradwiggins,Directed,1341,,1
chrishoy,lauratrott31,Directed,1342,,1
chrishoy,markcavendish,Directed,1343,,1
chrishoy,geraintthomas86,Directed,1344,,1
470girls,nick_thompo,Directed,1345,,1
470girls,iainpercy,Directed,1346,,1
470girls,katelaven,Directed,1347,,1
470girls,ainslieben,Directed,1348,,1
470girls,andrewbsimpson,Directed,1349,,1
iainpercy,nick_thompo,Directed,1350,,1
iainpercy,470girls,Directed,1351,,1
iainpercy,katelaven,Directed,1352,,1
iainpercy,ainslieben,Directed,1353,,1
iainpercy,andrewbsimpson,Directed,1354,,1
katelaven,isafupdates,Directed,1355,,1
katelaven,nick_thompo,Directed,1356,,1
katelaven,470girls,Directed,1357,,1
katelaven,iainpercy,Directed,1358,,1
katelaven,ainslieben,Directed,1359,,1
ainslieben,nick_thompo,Directed,1360,,1
ainslieben,470girls,Directed,1361,,1
ainslieben,iainpercy,Directed,1362,,1
ainslieben,katelaven,Directed,1363,,1
ainslieben,andrewbsimpson,Directed,1364,,1
andrewbsimpson,britishsailing,Directed,1365,,1
andrewbsimpson,nick_thompo,Directed,1366,,1
andrewbsimpson,470girls,Directed,1367,,1
andrewbsimpson,iainpercy,Directed,1368,,1
andrewbsimpson,ainslieben,Directed,1369,,1
bobby_white_12,lynn_gbhandball,Directed,1370,,1
bobby_white_12,christophermcd_,Directed,1371,,1
bobby_white_12,johnnailspearce,Directed,1372,,1
bobby_white_12,hollyhandball3,Directed,1373,,1
bobby_white_12,gbhandball_mh20,Directed,1374,,1
airlewis,shakesdrayton,Directed,1375,,1
airlewis,andyturner110h,Directed,1376,,1
airlewis,katedennison,Directed,1377,,1
airlewis,gregjrutherford,Directed,1378,,1
airlewis,martynrooney,Directed,1379,,1
holliea2012,hannengland,Directed,1380,,1
holliea2012,airlewis,Directed,1381,,1
holliea2012,katedennison,Directed,1382,,1
holliea2012,hollybleasdale,Directed,1383,,1
holliea2012,mrleepearsoncbe,Directed,1384,,1
andyturner110h,daigreene,Directed,1385,,1
andyturner110h,airlewis,Directed,1386,,1
andyturner110h,hollybleasdale,Directed,1387,,1
andyturner110h,gregjrutherford,Directed,1388,,1
andyturner110h,martynrooney,Directed,1389,,1
katedennison,daigreene,Directed,1390,,1
katedennison,goldiesayers,Directed,1391,,1
katedennison,airlewis,Directed,1392,,1
katedennison,gregjrutherford,Directed,1393,,1
katedennison,martynrooney,Directed,1394,,1
uka_athletics,clitherbot,Directed,1395,,1
uka_athletics,airlewis,Directed,1396,,1
uka_athletics,katedennison,Directed,1397,,1
uka_athletics,englandathletic,Directed,1398,,1
uka_athletics,martynrooney,Directed,1399,,1
discusdan,daigreene,Directed,1400,,1
discusdan,airlewis,Directed,1401,,1
discusdan,andyturner110h,Directed,1402,,1
discusdan,katedennison,Directed,1403,,1
discusdan,martynrooney,Directed,1404,,1
englandathletic,clitherbot,Directed,1405,,1
englandathletic,iaaforg,Directed,1406,,1
englandathletic,airlewis,Directed,1407,,1
englandathletic,andyturner110h,Directed,1408,,1
englandathletic,uka_athletics,Directed,1409,,1
j_ennis,daigreene,Directed,1410,,1
j_ennis,airlewis,Directed,1411,,1
j_ennis,gregjrutherford,Directed,1412,,1
j_ennis,louisehazel,Directed,1413,,1
j_ennis,mo_farah,Directed,1414,,1
hollybleasdale,tiffofili,Directed,1415,,1
hollybleasdale,airlewis,Directed,1416,,1
hollybleasdale,andyturner110h,Directed,1417,,1
hollybleasdale,gregjrutherford,Directed,1418,,1
hollybleasdale,martynrooney,Directed,1419,,1
williamsharman,airlewis,Directed,1420,,1
williamsharman,andyturner110h,Directed,1421,,1
williamsharman,katedennison,Directed,1422,,1
williamsharman,martynrooney,Directed,1423,,1
williamsharman,louisehazel,Directed,1424,,1
gregjrutherford,kellysotherton,Directed,1425,,1
gregjrutherford,airlewis,Directed,1426,,1
gregjrutherford,andyturner110h,Directed,1427,,1
gregjrutherford,hollybleasdale,Directed,1428,,1
gregjrutherford,martynrooney,Directed,1429,,1
martynrooney,daigreene,Directed,1430,,1
martynrooney,airlewis,Directed,1431,,1
martynrooney,andyturner110h,Directed,1432,,1
martynrooney,katedennison,Directed,1433,,1
martynrooney,uka_athletics,Directed,1434,,1
vballengland,britishhandball,Directed,1435,,1
vballengland,djbeachvolley,Directed,1436,,1
vballengland,greggweaver062,Directed,1437,,1
vballengland,zara_dampney,Directed,1438,,1
vballengland,lucy_boulton,Directed,1439,,1
eha_official,britishhandball,Directed,1440,,1
eha_official,christophermcd_,Directed,1441,,1
eha_official,johnnailspearce,Directed,1442,,1
eha_official,hollyhandball3,Directed,1443,,1
eha_official,laurainnes1989,Directed,1444,,1
adambrownswim,mrgrantturner,Directed,1445,,1
adambrownswim,walkerhebborn,Directed,1446,,1
adambrownswim,roberto_pavoni,Directed,1447,,1
adambrownswim,antonyjamesfly,Directed,1448,,1
adambrownswim,swimmerross,Directed,1449,,1
swimmerross,mrgrantturner,Directed,1450,,1
swimmerross,jamesgoddard83,Directed,1451,,1
swimmerross,adambrownswim,Directed,1452,,1
swimmerross,joannejackson86,Directed,1453,,1
swimmerross,caitmcclatchey,Directed,1454,,1
iwfnet,planetcanoe,Directed,1455,,1
iwfnet,uipm_hq,Directed,1456,,1
iwfnet,issf_shooting,Directed,1457,,1
iwfnet,ittfworld,Directed,1458,,1
iwfnet,sonnywebstergb,Directed,1459,,1
cedwardsboxing,scottycardle,Directed,1460,,1
cedwardsboxing,warrenbaister,Directed,1461,,1
cedwardsboxing,danny_price,Directed,1462,,1
cedwardsboxing,callumsmith23,Directed,1463,,1
cedwardsboxing,thomasstalker1,Directed,1464,,1
scottycardle,cedwardsboxing,Directed,1465,,1
scottycardle,warrenbaister,Directed,1466,,1
scottycardle,danny_price,Directed,1467,,1
scottycardle,callumsmith23,Directed,1468,,1
scottycardle,thomasstalker1,Directed,1469,,1
iam_yafai,cedwardsboxing,Directed,1470,,1
iam_yafai,scottycardle,Directed,1471,,1
iam_yafai,warrenbaister,Directed,1472,,1
iam_yafai,gamal_yafai,Directed,1473,,1
iam_yafai,callumsmith23,Directed,1474,,1
warrenbaister,cedwardsboxing,Directed,1475,,1
warrenbaister,scottycardle,Directed,1476,,1
warrenbaister,danny_price,Directed,1477,,1
warrenbaister,gamal_yafai,Directed,1478,,1
warrenbaister,callumsmith23,Directed,1479,,1
danny_price,cedwardsboxing,Directed,1480,,1
danny_price,scottycardle,Directed,1481,,1
danny_price,warrenbaister,Directed,1482,,1
danny_price,gamal_yafai,Directed,1483,,1
danny_price,callumsmith23,Directed,1484,,1
gbboxing,cedwardsboxing,Directed,1485,,1
gbboxing,warrenbaister,Directed,1486,,1
gbboxing,danny_price,Directed,1487,,1
gbboxing,callumsmith23,Directed,1488,,1
gbboxing,thomasstalker1,Directed,1489,,1
anthonyogogo,cedwardsboxing,Directed,1490,,1
anthonyogogo,warrenbaister,Directed,1491,,1
anthonyogogo,luke11campbell,Directed,1492,,1
anthonyogogo,thomasstalker1,Directed,1493,,1
anthonyogogo,tashajonas,Directed,1494,,1
iainweaver,cedwardsboxing,Directed,1495,,1
iainweaver,danny_price,Directed,1496,,1
iainweaver,callumsmith23,Directed,1497,,1
iainweaver,thomasstalker1,Directed,1498,,1
iainweaver,tashajonas,Directed,1499,,1
luke11campbell,cedwardsboxing,Directed,1500,,1
luke11campbell,warrenbaister,Directed,1501,,1
luke11campbell,smarshall1991,Directed,1502,,1
luke11campbell,thomasstalker1,Directed,1503,,1
luke11campbell,tashajonas,Directed,1504,,1
smarshall1991,cedwardsboxing,Directed,1505,,1
smarshall1991,warrenbaister,Directed,1506,,1
smarshall1991,luke11campbell,Directed,1507,,1
smarshall1991,thomasstalker1,Directed,1508,,1
smarshall1991,tashajonas,Directed,1509,,1
gamal_yafai,cedwardsboxing,Directed,1510,,1
gamal_yafai,scottycardle,Directed,1511,,1
gamal_yafai,warrenbaister,Directed,1512,,1
gamal_yafai,danny_price,Directed,1513,,1
gamal_yafai,callumsmith23,Directed,1514,,1
ucitrackworlds,cyclingaustrack,Directed,1515,,1
ucitrackworlds,bccoaches,Directed,1516,,1
ucitrackworlds,bloomy181,Directed,1517,,1
ucitrackworlds,lewis_oliva,Directed,1518,,1
ucitrackworlds,johnmacleary,Directed,1519,,1
cyclingaustrack,jessvarnish,Directed,1520,,1
cyclingaustrack,chris_boardman,Directed,1521,,1
cyclingaustrack,johnmacleary,Directed,1522,,1
cyclingaustrack,bcreports,Directed,1523,,1
cyclingaustrack,swiftybswift,Directed,1524,,1
asharandall,katiec_23,Directed,1525,,1
asharandall,synchroks,Directed,1526,,1
asharandall,jennartweets,Directed,1527,,1
asharandall,vickilucass,Directed,1528,,1
asharandall,synchrod,Directed,1529,,1
katiec_23,asharandall,Directed,1530,,1
katiec_23,synchroks,Directed,1531,,1
katiec_23,vickilucass,Directed,1532,,1
katiec_23,synchrod,Directed,1533,,1
katiec_23,yvettebaker91,Directed,1534,,1
synchroks,asharandall,Directed,1535,,1
synchroks,katiec_23,Directed,1536,,1
synchroks,jknobbs,Directed,1537,,1
synchroks,yvettebaker91,Directed,1538,,1
synchroks,olivia_federici,Directed,1539,,1
jennartweets,asharandall,Directed,1540,,1
jennartweets,katiec_23,Directed,1541,,1
jennartweets,vickilucass,Directed,1542,,1
jennartweets,synchrod,Directed,1543,,1
jennartweets,olivia_federici,Directed,1544,,1
vickilucass,asharandall,Directed,1545,,1
vickilucass,katiec_23,Directed,1546,,1
vickilucass,synchroks,Directed,1547,,1
vickilucass,synchrod,Directed,1548,,1
vickilucass,yvettebaker91,Directed,1549,,1
synchrod,asharandall,Directed,1550,,1
synchrod,katiec_23,Directed,1551,,1
synchrod,synchroks,Directed,1552,,1
synchrod,vickilucass,Directed,1553,,1
synchrod,yvettebaker91,Directed,1554,,1
leonrwrestler,moniquegladding,Directed,1555,,1
leonrwrestler,iam_yafai,Directed,1556,,1
leonrwrestler,asharandall,Directed,1557,,1
leonrwrestler,katiec_23,Directed,1558,,1
leonrwrestler,synchroloz,Directed,1559,,1
lauratrott31,markcavendish,Directed,1560,,1
lauratrott31,tennanto,Directed,1561,,1
lauratrott31,joannarowsell,Directed,1562,,1
lauratrott31,stevenburke88,Directed,1563,,1
lauratrott31,swiftybswift,Directed,1564,,1
markcavendish,bradwiggins,Directed,1565,,1
markcavendish,chrishoy,Directed,1566,,1
markcavendish,lauratrott31,Directed,1567,,1
markcavendish,chris_boardman,Directed,1568,,1
markcavendish,swiftybswift,Directed,1569,,1
usainbolt,paulajradcliffe,Directed,1570,,1
usainbolt,j_ennis,Directed,1571,,1
usainbolt,gregjrutherford,Directed,1572,,1
usainbolt,markcavendish,Directed,1573,,1
usainbolt,mo_farah,Directed,1574,,1
chris_boardman,liamphillips65,Directed,1575,,1
chris_boardman,davedaniell,Directed,1576,,1
chris_boardman,markcavendish,Directed,1577,,1
chris_boardman,bcreports,Directed,1578,,1
chris_boardman,swiftybswift,Directed,1579,,1
usfencing,katherinekempe,Directed,1580,,1
usfencing,jthorntongbr,Directed,1581,,1
usfencing,laurencehalsted,Directed,1582,,1
usfencing,annabentleygbr,Directed,1583,,1
usfencing,scottishfencing,Directed,1584,,1
jordyn_wieber,michaelphelps,Directed,1585,,1
jordyn_wieber,dianalopez25,Directed,1586,,1
jordyn_wieber,stevenlopeztkd,Directed,1587,,1
jordyn_wieber,shawnjohnson,Directed,1588,,1
jordyn_wieber,officialfig,Directed,1589,,1
tkd_america,dianalopez25,Directed,1590,,1
tkd_america,stevenlopeztkd,Directed,1591,,1
tkd_america,usa_taekwondo,Directed,1592,,1
tkd_america,teamgbtaekwondo,Directed,1593,,1
tkd_america,mstamper_tkd,Directed,1594,,1
usawp,mikebourne2,Directed,1595,,1
usawp,ec93,Directed,1596,,1
usawp,craigfigesgbwp,Directed,1597,,1
usawp,usagym,Directed,1598,,1
usawp,vicbowen,Directed,1599,,1
gbmenswaterpolo,mikebourne2,Directed,1600,,1
gbmenswaterpolo,gb_wpolo_girls,Directed,1601,,1
gbmenswaterpolo,chloewilcox86,Directed,1602,,1
gbmenswaterpolo,craigfigesgbwp,Directed,1603,,1
gbmenswaterpolo,vicbowen,Directed,1604,,1
richardlawlor,mikebourne2,Directed,1605,,1
richardlawlor,craigfigesgbwp,Directed,1606,,1
richardlawlor,joregan91,Directed,1607,,1
richardlawlor,sdking4,Directed,1608,,1
richardlawlor,jdwaller6,Directed,1609,,1
joannejackson86,mrgrantturner,Directed,1610,,1
joannejackson86,joeroebuck,Directed,1611,,1
joannejackson86,swimmerross,Directed,1612,,1
joannejackson86,katehaywood,Directed,1613,,1
joannejackson86,caitmcclatchey,Directed,1614,,1
callumsmith23,scottycardle,Directed,1615,,1
callumsmith23,warrenbaister,Directed,1616,,1
callumsmith23,danny_price,Directed,1617,,1
callumsmith23,gamal_yafai,Directed,1618,,1
callumsmith23,thomasstalker1,Directed,1619,,1
bccoaches,chris_boardman,Directed,1620,,1
bccoaches,tennanto,Directed,1621,,1
bccoaches,joannarowsell,Directed,1622,,1
bccoaches,johnmacleary,Directed,1623,,1
bccoaches,bcreports,Directed,1624,,1
bengordon8,dan00clark,Directed,1625,,1
bengordon8,engbasketball,Directed,1626,,1
bengordon8,popsmbonsu,Directed,1627,,1
bengordon8,basketballscot,Directed,1628,,1
bengordon8,devonvanoostrum,Directed,1629,,1
dan00clark,rachvanderwal,Directed,1630,,1
dan00clark,juliepage10,Directed,1631,,1
dan00clark,luoldeng9,Directed,1632,,1
dan00clark,popsmbonsu,Directed,1633,,1
dan00clark,gbbasketball,Directed,1634,,1
chan2211,dan00clark,Directed,1635,,1
chan2211,rachvanderwal,Directed,1636,,1
chan2211,juliepage10,Directed,1637,,1
chan2211,luoldeng9,Directed,1638,,1
chan2211,popsmbonsu,Directed,1639,,1
smantell8,rob13moore,Directed,1640,,1
smantell8,jontyclarke,Directed,1641,,1
smantell8,markpearn3,Directed,1642,,1
smantell8,jimmyt20,Directed,1643,,1
smantell8,benhawes14,Directed,1644,,1
markpearn3,rob13moore,Directed,1645,,1
markpearn3,jontyclarke,Directed,1646,,1
markpearn3,jfair25,Directed,1647,,1
markpearn3,jimmyt20,Directed,1648,,1
markpearn3,adamdixon16,Directed,1649,,1
nickcatlin8,rob13moore,Directed,1650,,1
nickcatlin8,jfair25,Directed,1651,,1
nickcatlin8,rs_smudge,Directed,1652,,1
nickcatlin8,benhawes14,Directed,1653,,1
nickcatlin8,adamdixon16,Directed,1654,,1
aliwilson17,rob13moore,Directed,1655,,1
aliwilson17,gcp01,Directed,1656,,1
aliwilson17,jfair25,Directed,1657,,1
aliwilson17,iainlewers,Directed,1658,,1
aliwilson17,adamdixon16,Directed,1659,,1
jimmyt20,rob13moore,Directed,1660,,1
jimmyt20,jontyclarke,Directed,1661,,1
jimmyt20,jfair25,Directed,1662,,1
jimmyt20,markpearn3,Directed,1663,,1
jimmyt20,benhawes14,Directed,1664,,1
iainlewers,rob13moore,Directed,1665,,1
iainlewers,jfair25,Directed,1666,,1
iainlewers,aliwilson17,Directed,1667,,1
iainlewers,harrymartin_9,Directed,1668,,1
iainlewers,ashleyjackson7,Directed,1669,,1
rs_smudge,rob13moore,Directed,1670,,1
rs_smudge,jontyclarke,Directed,1671,,1
rs_smudge,jfair25,Directed,1672,,1
rs_smudge,jimmyt20,Directed,1673,,1
rs_smudge,iainlewers,Directed,1674,,1
benhawes14,rob13moore,Directed,1675,,1
benhawes14,jfair25,Directed,1676,,1
benhawes14,aliwilson17,Directed,1677,,1
benhawes14,iainlewers,Directed,1678,,1
benhawes14,ashleyjackson7,Directed,1679,,1
sarahbarrow,rgallantree,Directed,1680,,1
sarahbarrow,moniquegladding,Directed,1681,,1
sarahbarrow,toniacouch,Directed,1682,,1
sarahbarrow,powellstacie,Directed,1683,,1
sarahbarrow,jacklaugher,Directed,1684,,1
divingbarcelona,rgallantree,Directed,1685,,1
divingbarcelona,toniacouch,Directed,1686,,1
divingbarcelona,kassidycook1,Directed,1687,,1
divingbarcelona,sarahbarrow,Directed,1688,,1
divingbarcelona,powellstacie,Directed,1689,,1
reubenross,rgallantree,Directed,1690,,1
reubenross,kassidycook1,Directed,1691,,1
reubenross,christinaloukas,Directed,1692,,1
reubenross,davidboudia,Directed,1693,,1
reubenross,adfleshner,Directed,1694,,1
peterwaterfield,rgallantree,Directed,1695,,1
peterwaterfield,moniquegladding,Directed,1696,,1
peterwaterfield,toniacouch,Directed,1697,,1
peterwaterfield,powellstacie,Directed,1698,,1
peterwaterfield,aliciablagg,Directed,1699,,1
powellstacie,rgallantree,Directed,1700,,1
powellstacie,toniacouch,Directed,1701,,1
powellstacie,sarahbarrow,Directed,1702,,1
powellstacie,peterwaterfield,Directed,1703,,1
powellstacie,aliciablagg,Directed,1704,,1
steve_gladding,rgallantree,Directed,1705,,1
steve_gladding,megandiver,Directed,1706,,1
steve_gladding,sarahbarrow,Directed,1707,,1
steve_gladding,divingbarcelona,Directed,1708,,1
steve_gladding,powellstacie,Directed,1709,,1
aliciablagg,rgallantree,Directed,1710,,1
aliciablagg,moniquegladding,Directed,1711,,1
aliciablagg,toniacouch,Directed,1712,,1
aliciablagg,powellstacie,Directed,1713,,1
aliciablagg,jacklaugher,Directed,1714,,1
britshowjumping,oliver_townend,Directed,1715,,1
britshowjumping,teamgbr,Directed,1716,,1
britshowjumping,hesterdressage,Directed,1717,,1
britshowjumping,britishdressage,Directed,1718,,1
britshowjumping,teamwilliamsgbr,Directed,1719,,1
teamgbr,iamtimstockdale,Directed,1720,,1
teamgbr,britshowjumping,Directed,1721,,1
teamgbr,hesterdressage,Directed,1722,,1
teamgbr,britishdressage,Directed,1723,,1
teamgbr,skeltonnick,Directed,1724,,1
hesterdressage,oliver_townend,Directed,1725,,1
hesterdressage,britshowjumping,Directed,1726,,1
hesterdressage,teamgbr,Directed,1727,,1
hesterdressage,mteventing,Directed,1728,,1
hesterdressage,britishdressage,Directed,1729,,1
mteventing,teamgbr,Directed,1730,,1
mteventing,hesterdressage,Directed,1731,,1
mteventing,britishdressage,Directed,1732,,1
mteventing,skeltonnick,Directed,1733,,1
mteventing,teamwilliamsgbr,Directed,1734,,1
britishdressage,harry_meade,Directed,1735,,1
britishdressage,teamgbr,Directed,1736,,1
britishdressage,hesterdressage,Directed,1737,,1
britishdressage,mteventing,Directed,1738,,1
britishdressage,teamwilliamsgbr,Directed,1739,,1
skeltonnick,iamtimstockdale,Directed,1740,,1
skeltonnick,harry_meade,Directed,1741,,1
skeltonnick,britshowjumping,Directed,1742,,1
skeltonnick,teamgbr,Directed,1743,,1
skeltonnick,mteventing,Directed,1744,,1
ankyvangrunsven,harry_meade,Directed,1745,,1
ankyvangrunsven,teamgbr,Directed,1746,,1
ankyvangrunsven,mteventing,Directed,1747,,1
ankyvangrunsven,britishdressage,Directed,1748,,1
ankyvangrunsven,mrleepearsoncbe,Directed,1749,,1
nrod2012,watkinsteamgb,Directed,1750,,1
nrod2012,marcus_bateman,Directed,1751,,1
nrod2012,gbrowingteam,Directed,1752,,1
nrod2012,andrewthodge,Directed,1753,,1
nrod2012,cameronnicholgb,Directed,1754,,1
markhuntergb,watkinsteamgb,Directed,1755,,1
markhuntergb,2012parters,Directed,1756,,1
markhuntergb,gbrowingteam,Directed,1757,,1
markhuntergb,nrod2012,Directed,1758,,1
markhuntergb,cameronnicholgb,Directed,1759,,1
bethrodford,watkinsteamgb,Directed,1760,,1
bethrodford,2012parters,Directed,1761,,1
bethrodford,hes888,Directed,1762,,1
bethrodford,andrewthodge,Directed,1763,,1
bethrodford,markhuntergb,Directed,1764,,1
jacklaugher,moniquegladding,Directed,1765,,1
jacklaugher,toniacouch,Directed,1766,,1
jacklaugher,sarahbarrow,Directed,1767,,1
jacklaugher,powellstacie,Directed,1768,,1
jacklaugher,aliciablagg,Directed,1769,,1
tomdaley1994,moniquegladding,Directed,1770,,1
tomdaley1994,louissmith1989,Directed,1771,,1
tomdaley1994,sarahbarrow,Directed,1772,,1
tomdaley1994,aliciablagg,Directed,1773,,1
tomdaley1994,jacklaugher,Directed,1774,,1
cameronnicholgb,marcus_bateman,Directed,1775,,1
cameronnicholgb,gbrowingteam,Directed,1776,,1
cameronnicholgb,andrewthodge,Directed,1777,,1
cameronnicholgb,nrod2012,Directed,1778,,1
cameronnicholgb,markhuntergb,Directed,1779,,1
scottisharchery,archeryalison,Directed,1780,,1
scottisharchery,worldarchery,Directed,1781,,1
scottisharchery,archerynicky,Directed,1782,,1
scottisharchery,archeryburgess,Directed,1783,,1
scottisharchery,2012amy,Directed,1784,,1
sarahclark_judo,euan_burton,Directed,1785,,1
sarahclark_judo,britishjudo,Directed,1786,,1
sarahclark_judo,ashleymckenzi12,Directed,1787,,1
sarahclark_judo,bigyin78,Directed,1788,,1
sarahclark_judo,sophiejsays,Directed,1789,,1
euan_burton,sarahclark_judo,Directed,1790,,1
euan_burton,britishjudo,Directed,1791,,1
euan_burton,ashleymckenzi12,Directed,1792,,1
euan_burton,bigyin78,Directed,1793,,1
